customer_id,churn_status,subscription_tier,tenure_months,industry,company_size,region,primary_pain_point,satisfaction_at_exit,repurchase_intent,win_back_receptive,support_tickets_filed,recommended_to_others,monthly_recurring_revenue,open_ended_feedback,sentiment_score,sentiment_category
C0324,Retained,Pro,25,Technology,1-10 employees,South,Onboarding & Usability,5,5,,3,Yes,257,Despite some issues the platform generally meets our needs and the team has adapted well.,0.2732,Positive
C0325,Churned,Basic,14,Healthcare,11-50 employees,Northeast,Product Quality,1,1,No,5,No,57,We keep encountering the same technical issues with no permanent fix from the team.,-0.296,Negative
C0326,At-Risk,Enterprise,16,Finance,11-50 employees,Northeast,Customer Support,4,2,Yes,7,No,1163,The product has potential but we need to see significant support improvements to stay.,0.8271,Positive
C0327,Churned,Pro,31,Healthcare,51-200 employees,Northeast,Product Quality,1,1,Yes,2,No,163,The platform crashes frequently and bugs have never been resolved despite multiple reports.,-0.1326,Negative
C0328,At-Risk,Basic,19,Retail,201+ employees,West,Product Quality,3,2,Yes,3,No,64,The product has potential but we need to see significant support improvements to stay.,0.8271,Positive
C0329,Churned,Enterprise,34,Finance,1-10 employees,West,Customer Support,1,2,Yes,6,No,573,Every time we contact support we are passed between agents with no continuity.,0.128,Positive
C0330,At-Risk,Pro,10,Finance,1-10 employees,Northeast,Onboarding & Usability,2,4,No,4,No,204,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0331,At-Risk,Enterprise,14,Healthcare,51-200 employees,West,Product Quality,4,3,Yes,3,No,707,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0332,Churned,Enterprise,5,Retail,11-50 employees,Northeast,Product Quality,2,1,No,7,No,1060,Too many features are broken or incomplete. The product feels like it is still in beta.,-0.1531,Negative
C0333,Churned,Pro,5,Education,1-10 employees,Northeast,Competitor Switch,1,1,No,3,No,186,The competing platform integrates natively with our CRM which made the decision straightforward.,0.0,Neutral
C0334,At-Risk,Basic,23,Technology,201+ employees,South,Customer Support,4,4,No,4,No,91,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0335,Churned,Enterprise,5,Retail,11-50 employees,West,Customer Support,2,1,No,5,No,1110,There is no dedicated account manager for Pro tier which is frustrating given our spend.,-0.6575,Negative
C0336,At-Risk,Enterprise,9,Finance,1-10 employees,South,Onboarding & Usability,3,2,Yes,1,No,1042,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0337,Churned,Basic,2,Finance,1-10 employees,West,Pricing & Value,1,1,No,4,No,87,Our budget was cut and the pricing tier options do not offer a meaningful downgrade path.,-0.47,Negative
C0338,Retained,Pro,47,Finance,11-50 employees,South,Pricing & Value,4,5,,3,No,197,The onboarding was rough but once we were set up the product has been reliable.,0.0,Neutral
C0339,Churned,Enterprise,3,Healthcare,11-50 employees,Midwest,Onboarding & Usability,1,1,Yes,4,No,1195,The learning curve is too steep for our non-technical staff to adopt comfortably.,0.5423,Positive
C0340,Retained,Pro,46,Retail,51-200 employees,West,Pricing & Value,5,4,,1,No,186,We evaluated alternatives but the switching cost and migration risk outweighed the benefits.,0.1901,Positive
C0341,Churned,Basic,14,Technology,201+ employees,Northeast,Product Quality,3,1,Yes,2,No,75,The product does not integrate with our existing tools which makes it very difficult to use.,-0.4201,Negative
C0342,At-Risk,Enterprise,13,Finance,11-50 employees,South,Product Quality,4,4,Yes,3,No,950,We are currently evaluating alternatives and will decide at the next renewal in 60 days.,0.0,Neutral
C0343,Churned,Pro,17,Technology,201+ employees,Northeast,Customer Support,2,1,No,6,No,282,There is no dedicated account manager for Pro tier which is frustrating given our spend.,-0.6575,Negative
C0344,Retained,Pro,41,Retail,51-200 employees,South,Product Quality,4,5,,4,Yes,203,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0345,At-Risk,Pro,4,Healthcare,11-50 employees,South,Customer Support,3,3,No,5,No,283,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0346,Churned,Pro,4,Healthcare,51-200 employees,Northeast,Product Quality,1,1,Yes,5,No,189,The platform crashes frequently and bugs have never been resolved despite multiple reports.,-0.1326,Negative
C0347,Retained,Basic,41,Retail,1-10 employees,Midwest,Pricing & Value,4,4,,3,Yes,70,The onboarding was rough but once we were set up the product has been reliable.,0.0,Neutral
C0348,Churned,Basic,35,Retail,51-200 employees,Northeast,Product Quality,2,1,No,2,No,65,Core features promised during the sales process are still not available after months of waiting.,0.3612,Positive
C0349,Churned,Basic,29,Retail,201+ employees,Northeast,Customer Support,2,1,No,7,No,66,Every time we contact support we are passed between agents with no continuity.,0.128,Positive
C0350,Churned,Basic,3,Healthcare,11-50 employees,Midwest,Pricing & Value,1,2,No,4,No,50,Add-on fees for features we assumed were included made the total cost far higher than expected.,0.0,Neutral
C0351,Retained,Enterprise,13,Technology,11-50 employees,South,Onboarding & Usability,5,5,,3,Yes,627,Our account manager has been excellent and that relationship keeps us with RetainIQ.,0.5719,Positive
C0352,At-Risk,Basic,18,Healthcare,1-10 employees,West,Customer Support,3,2,Yes,10,No,81,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0353,Retained,Pro,35,Technology,1-10 employees,Northeast,Customer Support,5,4,,11,No,174,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0354,Churned,Pro,27,Healthcare,51-200 employees,Northeast,Product Quality,2,2,No,3,No,226,Too many features are broken or incomplete. The product feels like it is still in beta.,-0.1531,Negative
C0355,Churned,Basic,33,Finance,1-10 employees,Midwest,Customer Support,2,3,No,14,No,91,Every time we contact support we are passed between agents with no continuity.,0.128,Positive
C0356,At-Risk,Pro,17,Retail,11-50 employees,West,Product Quality,2,3,Yes,0,No,220,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0357,Retained,Pro,39,Technology,51-200 employees,South,Product Quality,5,3,,2,No,160,We are monitoring the situation but currently plan to renew pending the upcoming feature release.,0.0,Neutral
C0358,At-Risk,Basic,14,Retail,11-50 employees,South,Pricing & Value,3,2,Yes,0,Yes,60,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0359,Retained,Basic,34,Technology,1-10 employees,West,Customer Support,4,5,,5,Yes,69,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0360,Churned,Pro,33,Technology,201+ employees,South,Customer Support,3,1,Yes,6,No,186,Live chat support is unavailable during our business hours which are not US Eastern time.,0.4019,Positive
C0361,Churned,Pro,3,Technology,1-10 employees,Northeast,Product Quality,2,1,Yes,7,No,180,The product does not integrate with our existing tools which makes it very difficult to use.,-0.4201,Negative
C0362,Churned,Basic,1,Retail,201+ employees,Northeast,Product Quality,1,2,No,6,No,66,The platform crashes frequently and bugs have never been resolved despite multiple reports.,-0.1326,Negative
C0363,Retained,Enterprise,31,Healthcare,11-50 employees,South,Onboarding & Usability,4,5,,3,Yes,708,We evaluated alternatives but the switching cost and migration risk outweighed the benefits.,0.1901,Positive
C0364,Churned,Enterprise,5,Retail,1-10 employees,Northeast,Pricing & Value,1,1,No,4,No,1196,Our budget was cut and the pricing tier options do not offer a meaningful downgrade path.,-0.47,Negative
C0365,Churned,Pro,2,Retail,201+ employees,South,Onboarding & Usability,1,1,No,2,Yes,163,Setup took far longer than expected and we never received adequate implementation support.,0.2579,Positive
C0366,Churned,Basic,4,Healthcare,11-50 employees,Midwest,Product Quality,2,1,Yes,3,No,85,Performance has deteriorated significantly and the product is slower than when we started.,0.0,Neutral
C0367,Churned,Enterprise,15,Healthcare,51-200 employees,South,Onboarding & Usability,1,1,No,2,Yes,1022,We were handed off from sales to a junior CSM who did not understand our configuration needs.,0.0,Neutral
C0368,Retained,Basic,44,Healthcare,51-200 employees,South,Competitor Switch,4,4,,1,No,86,Despite some issues the platform generally meets our needs and the team has adapted well.,0.2732,Positive
C0369,Churned,Pro,6,Healthcare,1-10 employees,South,Customer Support,1,1,No,5,No,184,Every time we contact support we are passed between agents with no continuity.,0.128,Positive
C0370,Retained,Pro,39,Education,1-10 employees,Midwest,Onboarding & Usability,4,5,,4,Yes,176,We evaluated alternatives but the switching cost and migration risk outweighed the benefits.,0.1901,Positive
C0371,At-Risk,Basic,5,Technology,201+ employees,Northeast,Pricing & Value,3,2,Yes,3,No,97,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0372,At-Risk,Pro,18,Healthcare,11-50 employees,Midwest,Customer Support,3,4,Yes,12,No,291,The product has potential but we need to see significant support improvements to stay.,0.8271,Positive
C0373,At-Risk,Basic,20,Finance,11-50 employees,Midwest,Customer Support,2,3,Yes,13,No,71,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0374,Retained,Pro,23,Technology,1-10 employees,Midwest,Product Quality,4,5,,2,No,192,We are monitoring the situation but currently plan to renew pending the upcoming feature release.,0.0,Neutral
C0375,Churned,Pro,1,Technology,1-10 employees,Northeast,Customer Support,1,1,No,8,No,240,The support team does not understand our use case and the advice is often unhelpful.,0.4019,Positive
C0376,Churned,Pro,5,Technology,11-50 employees,West,Product Quality,2,1,No,2,No,191,Too many features are broken or incomplete. The product feels like it is still in beta.,-0.1531,Negative
C0377,At-Risk,Enterprise,18,Healthcare,201+ employees,West,Competitor Switch,3,3,Yes,3,No,1028,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0378,At-Risk,Enterprise,5,Education,201+ employees,Midwest,Product Quality,2,3,Yes,3,No,682,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0379,Retained,Basic,7,Technology,11-50 employees,Midwest,Competitor Switch,4,4,,1,Yes,90,We evaluated alternatives but the switching cost and migration risk outweighed the benefits.,0.1901,Positive
C0380,At-Risk,Enterprise,23,Retail,51-200 employees,South,Competitor Switch,2,4,Yes,3,No,694,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0381,At-Risk,Basic,13,Healthcare,51-200 employees,Northeast,Product Quality,3,3,Yes,3,No,72,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0382,Churned,Basic,6,Healthcare,201+ employees,South,Customer Support,3,2,No,10,No,97,Live chat support is unavailable during our business hours which are not US Eastern time.,0.4019,Positive
C0383,Churned,Basic,1,Technology,51-200 employees,Northeast,Competitor Switch,3,1,No,5,Yes,87,The competing platform integrates natively with our CRM which made the decision straightforward.,0.0,Neutral
C0384,Churned,Basic,23,Finance,11-50 employees,Northeast,Pricing & Value,1,2,Yes,3,No,58,The price increased 30% at renewal with no new features or improvements to justify it.,0.296,Positive
C0385,Churned,Pro,2,Technology,1-10 employees,West,Competitor Switch,1,1,No,7,Yes,249,We evaluated three alternatives and another platform won on both price and support quality.,0.7506,Positive
C0386,Churned,Basic,35,Finance,201+ employees,Midwest,Product Quality,2,1,No,3,No,57,We experienced significant data sync issues that impacted our daily operations.,0.2023,Positive
C0387,Churned,Pro,3,Healthcare,11-50 employees,South,Onboarding & Usability,3,2,Yes,2,No,247,We were handed off from sales to a junior CSM who did not understand our configuration needs.,0.0,Neutral
C0388,Churned,Enterprise,23,Healthcare,11-50 employees,South,Pricing & Value,3,1,No,5,Yes,851,The price increased 30% at renewal with no new features or improvements to justify it.,0.296,Positive
C0389,Churned,Pro,6,Technology,11-50 employees,Midwest,Pricing & Value,2,1,Yes,6,No,214,The price increased 30% at renewal with no new features or improvements to justify it.,0.296,Positive
C0390,Churned,Basic,24,Retail,51-200 employees,South,Pricing & Value,1,2,No,7,No,68,The annual contract pricing is not competitive. Monthly flexibility would help retain smaller teams.,0.0377,Neutral
C0391,Churned,Pro,2,Technology,1-10 employees,South,Onboarding & Usability,2,1,Yes,4,No,192,The learning curve is too steep for our non-technical staff to adopt comfortably.,0.5423,Positive
C0392,At-Risk,Pro,18,Retail,1-10 employees,Midwest,Product Quality,3,4,No,4,No,242,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0393,Churned,Basic,13,Finance,51-200 employees,South,Customer Support,2,2,No,9,No,99,We feel ignored. Critical issues sit open for weeks with no meaningful updates.,-0.6769,Negative
C0394,Churned,Basic,6,Finance,11-50 employees,Northeast,Product Quality,2,3,No,4,Yes,79,Performance has deteriorated significantly and the product is slower than when we started.,0.0,Neutral
C0395,Churned,Pro,16,Education,11-50 employees,South,Customer Support,2,3,Yes,7,No,197,Live chat support is unavailable during our business hours which are not US Eastern time.,0.4019,Positive
C0396,At-Risk,Pro,8,Education,11-50 employees,Midwest,Customer Support,2,3,Yes,4,Yes,151,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0397,At-Risk,Enterprise,8,Finance,11-50 employees,South,Onboarding & Usability,4,2,Yes,4,No,946,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0398,At-Risk,Pro,12,Technology,11-50 employees,West,Pricing & Value,2,2,Yes,0,Yes,241,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0399,Churned,Pro,5,Finance,11-50 employees,South,Onboarding & Usability,2,2,No,3,No,253,The onboarding process was rushed and our team never felt fully trained on the platform.,0.0,Neutral
C0400,Churned,Pro,1,Retail,11-50 employees,West,Pricing & Value,1,2,Yes,3,No,150,We found a competitor offering the same core functionality at half the price.,0.0,Neutral
C0401,Churned,Pro,31,Technology,201+ employees,West,Product Quality,2,2,Yes,5,No,225,Core features promised during the sales process are still not available after months of waiting.,0.3612,Positive
C0402,Churned,Pro,33,Technology,1-10 employees,West,Pricing & Value,1,2,Yes,5,No,217,The ROI is simply not there. We cannot justify this cost to our leadership team.,0.0,Neutral
C0403,Churned,Enterprise,3,Technology,11-50 employees,Midwest,Onboarding & Usability,1,2,No,5,Yes,1174,The onboarding process was rushed and our team never felt fully trained on the platform.,0.0,Neutral
C0404,Retained,Basic,30,Technology,1-10 employees,Northeast,Pricing & Value,4,3,,2,No,70,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0405,Retained,Basic,46,Technology,11-50 employees,West,Customer Support,4,4,,10,Yes,95,We are monitoring the situation but currently plan to renew pending the upcoming feature release.,0.0,Neutral
C0406,Retained,Enterprise,42,Education,11-50 employees,Northeast,Product Quality,3,4,,0,No,993,Our account manager has been excellent and that relationship keeps us with RetainIQ.,0.5719,Positive
C0407,Retained,Pro,34,Education,201+ employees,Northeast,Pricing & Value,4,4,,0,Yes,180,Our account manager has been excellent and that relationship keeps us with RetainIQ.,0.5719,Positive
C0408,At-Risk,Enterprise,20,Technology,201+ employees,West,Pricing & Value,2,3,Yes,4,No,939,The product has potential but we need to see significant support improvements to stay.,0.8271,Positive
C0409,Retained,Basic,43,Technology,51-200 employees,West,Product Quality,5,4,,1,No,96,The onboarding was rough but once we were set up the product has been reliable.,0.0,Neutral
C0410,At-Risk,Pro,7,Technology,11-50 employees,Northeast,Competitor Switch,4,2,Yes,1,No,177,The product has potential but we need to see significant support improvements to stay.,0.8271,Positive
C0411,Churned,Pro,24,Technology,11-50 employees,South,Product Quality,1,1,Yes,5,Yes,195,The platform crashes frequently and bugs have never been resolved despite multiple reports.,-0.1326,Negative
C0412,At-Risk,Enterprise,4,Finance,11-50 employees,West,Pricing & Value,2,3,Yes,4,No,811,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0413,Retained,Basic,7,Finance,1-10 employees,Northeast,Customer Support,5,4,,7,No,88,We are monitoring the situation but currently plan to renew pending the upcoming feature release.,0.0,Neutral
C0414,Churned,Pro,26,Healthcare,11-50 employees,Northeast,Onboarding & Usability,3,1,No,4,No,188,The onboarding process was rushed and our team never felt fully trained on the platform.,0.0,Neutral
C0415,At-Risk,Basic,7,Retail,51-200 employees,Midwest,Pricing & Value,2,4,Yes,3,Yes,56,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0416,Retained,Pro,28,Healthcare,1-10 employees,Midwest,Product Quality,5,3,,1,No,187,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0417,Retained,Basic,23,Education,11-50 employees,South,Pricing & Value,4,4,,4,Yes,54,We evaluated alternatives but the switching cost and migration risk outweighed the benefits.,0.1901,Positive
C0418,Churned,Basic,2,Healthcare,11-50 employees,Northeast,Product Quality,1,1,No,2,No,61,We keep encountering the same technical issues with no permanent fix from the team.,-0.296,Negative
C0419,At-Risk,Basic,19,Healthcare,201+ employees,Northeast,Pricing & Value,3,3,No,2,No,59,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0420,Churned,Pro,5,Technology,1-10 employees,West,Product Quality,2,3,No,6,No,291,Core features promised during the sales process are still not available after months of waiting.,0.3612,Positive
C0421,Churned,Basic,17,Retail,1-10 employees,Northeast,Customer Support,3,2,No,4,No,51,There is no dedicated account manager for Pro tier which is frustrating given our spend.,-0.6575,Negative
C0422,Churned,Pro,4,Finance,11-50 employees,West,Pricing & Value,2,1,Yes,5,Yes,194,We were not informed about the price increase until 2 weeks before renewal. Very poor communication.,-0.2716,Negative
C0423,Churned,Pro,18,Education,51-200 employees,West,Product Quality,3,1,Yes,3,Yes,253,Performance has deteriorated significantly and the product is slower than when we started.,0.0,Neutral
C0424,At-Risk,Pro,8,Technology,51-200 employees,Northeast,Pricing & Value,2,4,Yes,0,No,149,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0425,At-Risk,Pro,9,Technology,11-50 employees,South,Customer Support,4,4,No,8,Yes,252,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0426,Churned,Enterprise,25,Technology,51-200 employees,West,Onboarding & Usability,1,1,Yes,3,Yes,823,The learning curve is too steep for our non-technical staff to adopt comfortably.,0.5423,Positive
C0427,Retained,Pro,21,Technology,1-10 employees,South,Pricing & Value,3,4,,4,Yes,227,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0428,Churned,Pro,30,Finance,201+ employees,West,Customer Support,2,1,Yes,11,No,221,Issues are closed without being resolved and we have to reopen the same tickets repeatedly.,-0.1326,Negative
C0429,At-Risk,Pro,12,Finance,201+ employees,Midwest,Product Quality,4,3,Yes,4,Yes,275,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0430,Churned,Pro,3,Healthcare,11-50 employees,South,Product Quality,2,1,No,2,No,209,The platform crashes frequently and bugs have never been resolved despite multiple reports.,-0.1326,Negative
C0431,Retained,Pro,31,Technology,11-50 employees,Northeast,Onboarding & Usability,4,4,,1,Yes,207,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0432,Churned,Pro,3,Technology,1-10 employees,Midwest,Product Quality,2,2,No,5,No,234,Too many features are broken or incomplete. The product feels like it is still in beta.,-0.1531,Negative
C0433,Retained,Pro,35,Technology,11-50 employees,South,Customer Support,3,4,,8,Yes,177,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0434,At-Risk,Basic,21,Healthcare,201+ employees,Northeast,Customer Support,3,2,No,8,No,66,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0435,Churned,Pro,4,Healthcare,11-50 employees,South,Pricing & Value,2,1,No,5,No,198,Add-on fees for features we assumed were included made the total cost far higher than expected.,0.0,Neutral
C0436,Retained,Basic,23,Technology,201+ employees,South,Product Quality,4,3,,2,Yes,79,We are monitoring the situation but currently plan to renew pending the upcoming feature release.,0.0,Neutral
C0437,At-Risk,Pro,9,Technology,51-200 employees,South,Product Quality,3,2,Yes,2,No,154,The product has potential but we need to see significant support improvements to stay.,0.8271,Positive
C0438,Retained,Pro,29,Retail,11-50 employees,South,Customer Support,5,4,,11,No,299,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0439,At-Risk,Basic,10,Technology,11-50 employees,Midwest,Customer Support,2,3,Yes,8,Yes,81,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0440,Retained,Pro,33,Finance,11-50 employees,South,Onboarding & Usability,4,3,,4,No,280,Despite some issues the platform generally meets our needs and the team has adapted well.,0.2732,Positive
C0441,At-Risk,Basic,12,Retail,51-200 employees,South,Competitor Switch,2,3,Yes,4,No,55,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0442,Churned,Pro,4,Retail,51-200 employees,Northeast,Customer Support,1,1,Yes,7,Yes,295,Support response times are unacceptably slow. We wait days for simple issue resolution.,0.4019,Positive
C0443,Retained,Basic,46,Retail,51-200 employees,Midwest,Pricing & Value,5,3,,2,No,88,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0444,Retained,Pro,38,Healthcare,11-50 employees,Northeast,Onboarding & Usability,3,5,,2,Yes,149,The onboarding was rough but once we were set up the product has been reliable.,0.0,Neutral
C0445,At-Risk,Basic,11,Healthcare,1-10 employees,South,Product Quality,3,4,Yes,3,Yes,98,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0446,Retained,Pro,40,Retail,51-200 employees,Midwest,Onboarding & Usability,4,4,,2,Yes,188,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0447,At-Risk,Basic,11,Retail,11-50 employees,Midwest,Customer Support,2,3,Yes,8,Yes,58,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0448,Churned,Enterprise,3,Healthcare,51-200 employees,West,Product Quality,1,2,No,6,No,858,The mobile app is essentially unusable compared to the desktop version.,0.0,Neutral
C0449,Churned,Pro,22,Technology,1-10 employees,West,Onboarding & Usability,3,1,No,3,No,251,The product is powerful but too complex for our team size without better guided onboarding.,-0.298,Negative
C0450,Churned,Enterprise,2,Technology,11-50 employees,West,Product Quality,2,3,No,6,No,1153,The product does not integrate with our existing tools which makes it very difficult to use.,-0.4201,Negative
C0451,Churned,Enterprise,24,Technology,11-50 employees,South,Pricing & Value,3,1,Yes,6,No,869,Add-on fees for features we assumed were included made the total cost far higher than expected.,0.0,Neutral
C0452,At-Risk,Basic,20,Healthcare,11-50 employees,Midwest,Customer Support,3,3,Yes,4,No,90,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0453,At-Risk,Enterprise,20,Technology,11-50 employees,West,Onboarding & Usability,2,4,Yes,4,No,1110,We are currently evaluating alternatives and will decide at the next renewal in 60 days.,0.0,Neutral
C0454,Churned,Pro,18,Finance,11-50 employees,Northeast,Customer Support,3,1,Yes,9,No,292,The support team does not understand our use case and the advice is often unhelpful.,0.4019,Positive
C0455,Churned,Pro,17,Retail,1-10 employees,Northeast,Pricing & Value,1,1,No,7,No,156,We were not informed about the price increase until 2 weeks before renewal. Very poor communication.,-0.2716,Negative
C0456,At-Risk,Pro,14,Finance,201+ employees,West,Onboarding & Usability,4,3,Yes,0,No,261,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0457,At-Risk,Enterprise,19,Retail,11-50 employees,South,Pricing & Value,3,4,Yes,2,No,855,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0458,At-Risk,Basic,21,Technology,51-200 employees,Northeast,Competitor Switch,2,2,Yes,2,No,87,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0459,Churned,Enterprise,1,Finance,51-200 employees,West,Onboarding & Usability,1,1,No,4,No,533,Setup took far longer than expected and we never received adequate implementation support.,0.2579,Positive
C0460,At-Risk,Basic,18,Education,1-10 employees,Northeast,Onboarding & Usability,2,2,No,4,Yes,79,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0461,Retained,Basic,18,Technology,11-50 employees,Northeast,Competitor Switch,5,5,,4,No,85,We are monitoring the situation but currently plan to renew pending the upcoming feature release.,0.0,Neutral
C0462,Retained,Pro,44,Retail,201+ employees,South,Onboarding & Usability,4,5,,0,Yes,209,We are monitoring the situation but currently plan to renew pending the upcoming feature release.,0.0,Neutral
C0463,Churned,Pro,3,Healthcare,201+ employees,South,Customer Support,1,1,Yes,14,No,258,The help documentation is outdated and support often contradicts what the docs say.,0.4588,Positive
C0464,Churned,Pro,15,Education,1-10 employees,South,Product Quality,2,1,No,5,No,162,Too many features are broken or incomplete. The product feels like it is still in beta.,-0.1531,Negative
C0465,Churned,Basic,30,Finance,11-50 employees,Midwest,Pricing & Value,1,2,Yes,4,No,61,The price increased 30% at renewal with no new features or improvements to justify it.,0.296,Positive
C0466,Retained,Pro,19,Finance,11-50 employees,Northeast,Product Quality,5,5,,0,Yes,205,Despite some issues the platform generally meets our needs and the team has adapted well.,0.2732,Positive
C0467,At-Risk,Enterprise,13,Retail,11-50 employees,Northeast,Product Quality,2,3,Yes,0,Yes,1098,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0468,At-Risk,Pro,5,Healthcare,1-10 employees,South,Pricing & Value,4,2,No,2,No,187,The product has potential but we need to see significant support improvements to stay.,0.8271,Positive
C0469,At-Risk,Basic,11,Healthcare,201+ employees,West,Customer Support,3,2,Yes,9,No,51,The product has potential but we need to see significant support improvements to stay.,0.8271,Positive
C0470,Retained,Basic,23,Technology,1-10 employees,South,Pricing & Value,4,4,,3,Yes,82,We are monitoring the situation but currently plan to renew pending the upcoming feature release.,0.0,Neutral
C0471,Churned,Enterprise,31,Finance,1-10 employees,West,Customer Support,1,3,No,4,No,768,Support response times are unacceptably slow. We wait days for simple issue resolution.,0.4019,Positive
C0472,At-Risk,Pro,4,Healthcare,11-50 employees,South,Customer Support,3,2,No,14,Yes,229,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0473,Retained,Enterprise,17,Retail,11-50 employees,Midwest,Pricing & Value,5,4,,1,Yes,554,Our account manager has been excellent and that relationship keeps us with RetainIQ.,0.5719,Positive
C0474,Churned,Basic,13,Healthcare,1-10 employees,Northeast,Onboarding & Usability,1,1,Yes,6,Yes,52,Training materials are outdated and do not reflect the current version of the product.,0.0,Neutral
C0475,Churned,Pro,27,Technology,201+ employees,West,Product Quality,2,1,No,3,No,210,Too many features are broken or incomplete. The product feels like it is still in beta.,-0.1531,Negative
C0476,Churned,Enterprise,16,Finance,11-50 employees,West,Competitor Switch,1,1,No,2,No,1045,We piloted an alternative solution and the team preferred it unanimously over RetainIQ.,0.3182,Positive
C0477,Churned,Enterprise,1,Education,11-50 employees,Midwest,Pricing & Value,1,1,Yes,2,No,660,We were not informed about the price increase until 2 weeks before renewal. Very poor communication.,-0.2716,Negative
C0478,Churned,Basic,1,Technology,1-10 employees,Midwest,Pricing & Value,1,1,No,5,No,64,We found a competitor offering the same core functionality at half the price.,0.0,Neutral
C0479,Churned,Pro,12,Healthcare,11-50 employees,Northeast,Product Quality,1,2,No,7,Yes,181,We experienced significant data sync issues that impacted our daily operations.,0.2023,Positive
C0480,At-Risk,Basic,18,Healthcare,51-200 employees,South,Product Quality,2,2,Yes,3,No,90,The product has potential but we need to see significant support improvements to stay.,0.8271,Positive
C0481,Churned,Basic,5,Finance,11-50 employees,South,Product Quality,2,1,Yes,5,No,84,We keep encountering the same technical issues with no permanent fix from the team.,-0.296,Negative
C0482,Retained,Basic,7,Retail,201+ employees,West,Product Quality,4,3,,0,Yes,56,We are monitoring the situation but currently plan to renew pending the upcoming feature release.,0.0,Neutral
C0483,Churned,Pro,22,Healthcare,11-50 employees,South,Competitor Switch,1,1,Yes,2,Yes,263,A competitor offered a significantly better onboarding experience and comparable features.,0.4404,Positive
C0484,Churned,Enterprise,30,Education,1-10 employees,South,Product Quality,1,2,Yes,4,No,843,We experienced significant data sync issues that impacted our daily operations.,0.2023,Positive
C0485,Churned,Basic,1,Finance,1-10 employees,Northeast,Product Quality,2,1,No,2,Yes,96,The platform crashes frequently and bugs have never been resolved despite multiple reports.,-0.1326,Negative
